"Company","Domain","Rank","Primary Website","Primary Domain","Number of Employees","Change in 
Rank","Revenues
($millions)","Revenue 
Change","Profits
($millions)","Profit 
Change","Assets
($millions)","Market Value 
As of 3/31/22 ($m)","MX Lookup Result"
"Walmart","walmartlabs.com","1","https://www.walmart.com/","walmart.com","2300000","0","572754","0.024","13673","0.012","244860","409795","['10 mxa-000c7201.gslb.pphosted.com.', '10 mxb-000c7201.gslb.pphosted.com.']"
"Walmart","walmart.com.pe","1","https://www.walmart.com/","walmart.com","2300000","0","572754","0.024","13673","0.012","244860","409795","['10 custmx.cscdns.net.']"
"Walmart","walmart.com.mx","1","https://www.walmart.com/","walmart.com","2300000","0","572754","0.024","13673","0.012","244860","409795","['100 mxa-000c7201.gslb.pphosted.com.', '100 mxb-000c7201.gslb.pphosted.com.']"
"Walmart","walmart.com.do","1","https://www.walmart.com/","walmart.com","2300000","0","572754","0.024","13673","0.012","244860","409795","['10 custmx.cscdns.net.']"
"Walmart","walmart.com.br","1","https://www.walmart.com/","walmart.com","2300000","0","572754","0.024","13673","0.012","244860","409795","['5 mx1.walmart.com.br.', '1 mx2.walmart.com.br.']"
"Walmart","walmart.com.ar","1","https://www.walmart.com/","walmart.com","2300000","0","572754","0.024","13673","0.012","244860","409795","['2 mx3.walmart.com.ar.', '1 mx2.walmart.com.ar.', '0 mx1.walmart.com.ar.']"
"Walmart","walmart.com","1","https://www.walmart.com/","walmart.com","2300000","0","572754","0.024","13673","0.012","244860","409795","['10 mxb-000c7201.gslb.pphosted.com.', '10 mxa-000c7201.gslb.pphosted.com.']"
"Walmart","wal-mart.com","1","https://www.walmart.com/","walmart.com","2300000","0","572754","0.024","13673","0.012","244860","409795","['100 mxa-000c7201.gslb.pphosted.com.', '100 mxb-000c7201.gslb.pphosted.com.']"
"Walmart","email.wal-mart.com","1","https://www.walmart.com/","walmart.com","2300000","0","572754","0.024","13673","0.012","244860","409795","['100 mxb-000c7201.gslb.pphosted.com.', '100 mxa-000c7201.gslb.pphosted.com.']"
"Amazon","amazon.sa","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.nl","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.it","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.in","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.fr","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.de","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.com.tr","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['0 amazon-smtp.amazon.com.']"
"Amazon","amazon.com.mx","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.com.co","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.com.br","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.com.au","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.com.ar","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.com","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['5 amazon-smtp.amazon.com.']"
"Amazon","amazon.co.uk","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.co.jp","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.cn","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.cl","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.ca","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Amazon","amazon.ae","2","https://www.amazon.com/","amazon.com","1608000","0","469822","0.217","33364","0.564","420549","1658807","['10 amazon-smtp.amazon.com.']"
"Apple","itunes.com","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['20 mx-in-crk.apple.com.', '20 mx-in-rno.apple.com.', '20 mx-in-mdn.apple.com.', '10 mx-in.g.apple.com.']"
"Apple","icloud.com","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['10 mx02.mail.icloud.com.', '10 mx01.mail.icloud.com.']"
"Apple","appleinsider.com","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['5 alt2.aspmx.l.google.com.', '10 alt3.aspmx.l.google.com.', '10 alt4.aspmx.l.google.com.', '1 aspmx.l.google.com.', '5 alt1.aspmx.l.google.com.']"
"Apple","apple.com.tw","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['10 mail.apple.com.tw.']"
"Apple","apple.com.pr","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['10 mail.apple.com.pr.']"
"Apple","apple.com.pe","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['10 mail.apple.com.pe.']"
"Apple","apple.com.mx","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['10 mail.apple.com.mx.']"
"Apple","apple.com.in","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['5 mail.h-email.net.']"
"Apple","apple.com.co","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['10 mail.apple.com.co.']"
"Apple","apple.com.br","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['10 mail.apple.com.br.']"
"Apple","apple.com.au","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['20 mx-in-rno.apple.com.', '20 mx-in-crk.apple.com.', '10 mx-in.g.apple.com.', '20 mx-in-mdn.apple.com.']"
"Apple","apple.com","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['20 mx-in-crk.apple.com.', '20 mx-in-mdn.apple.com.', '20 mx-in-rno.apple.com.', '10 mx-in.g.apple.com.']"
"Apple","apple.co.jp","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['10 mx-in.g.apple.com.', '20 mx-in-mdn.apple.com.', '20 mx-in-rno.apple.com.', '20 mx-in-crk.apple.com.']"
"Apple","apple.ca","3","https://www.apple.com/","apple.com","154000","0","365817","0.333","94680","0.649","351002","2849538","['10 mail.apple.ca.']"
"CVS Health","umr.com","4","https://www.cvshealth.com/","cvshealth.com","258000","0","292111","0.087","7910","0.102","232999","132839","['10 mail10.corpmailsvcs.com.', '10 mail1.corpmailsvcs.com.', '10 mail17.corpmailsvcs.com.', '10 mail27.corpmailsvcs.com.', '10 mail33.corpmailsvcs.com.', '10 mail30.corpmailsvcs.com.', '10 mail131.corpmailsvcs.com.', '10 mail128.corpmailsvcs.com.', '10 mail50.corpmailsvcs.com.', '10 mail51.corpmailsvcs.com.', '10 mail134.corpmailsvcs.com.', '10 mail36.corpmailsvcs.com.', '10 mail21.corpmailsvcs.com.', '10 mail20.corpmailsvcs.com.', '10 mail2.corpmailsvcs.com.', '10 mail11.corpmailsvcs.com.']"
"CVS Health","silverScript.com","4","https://www.cvshealth.com/","cvshealth.com","258000","0","292111","0.087","7910","0.102","232999","132839","['10 us-smtp-inbound-2.mimecast.com.', '10 us-smtp-inbound-1.mimecast.com.']"
"CVS Health","cvshealth.com","4","https://www.cvshealth.com/","cvshealth.com","258000","0","292111","0.087","7910","0.102","232999","132839","['10 us-smtp-inbound-2.mimecast.com.', '10 us-smtp-inbound-1.mimecast.com.']"
"CVS Health","caremark.com","4","https://www.cvshealth.com/","cvshealth.com","258000","0","292111","0.087","7910","0.102","232999","132839","['10 us-smtp-inbound-2.mimecast.com.', '10 us-smtp-inbound-1.mimecast.com.']"
"UnitedHealth Group","unitedhealthgroup.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 mail33.corpmailsvcs.com.', '10 mail30.corpmailsvcs.com.', '10 mail27.corpmailsvcs.com.', '10 mail17.corpmailsvcs.com.', '10 mail131.corpmailsvcs.com.', '10 mail128.corpmailsvcs.com.', '10 mail21.corpmailsvcs.com.', '10 mail20.corpmailsvcs.com.', '10 mail11.corpmailsvcs.com.', '10 mail10.corpmailsvcs.com.', '10 mail2.corpmailsvcs.com.', '10 mail1.corpmailsvcs.com.', '10 mail36.corpmailsvcs.com.', '10 mail134.corpmailsvcs.com.', '10 mail51.corpmailsvcs.com.', '10 mail50.corpmailsvcs.com.']"
"UnitedHealth Group","uhg.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 mail27.corpmailsvcs.com.', '10 mail128.corpmailsvcs.com.', '10 mail30.corpmailsvcs.com.', '10 mail50.corpmailsvcs.com.', '10 mail51.corpmailsvcs.com.', '10 mail33.corpmailsvcs.com.', '10 mail131.corpmailsvcs.com.', '10 mail134.corpmailsvcs.com.', '10 mail36.corpmailsvcs.com.', '10 mail21.corpmailsvcs.com.', '10 mail20.corpmailsvcs.com.', '10 mail1.corpmailsvcs.com.', '10 mail11.corpmailsvcs.com.', '10 mail2.corpmailsvcs.com.', '10 mail10.corpmailsvcs.com.', '10 mail17.corpmailsvcs.com.']"
"UnitedHealth Group","uhc.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 mail20.corpmailsvcs.com.', '10 mail21.corpmailsvcs.com.', '10 mail11.corpmailsvcs.com.', '10 mail10.corpmailsvcs.com.', '10 mail2.corpmailsvcs.com.', '10 mail1.corpmailsvcs.com.', '10 mail27.corpmailsvcs.com.', '10 mail17.corpmailsvcs.com.', '10 mail128.corpmailsvcs.com.', '10 mail30.corpmailsvcs.com.', '10 mail33.corpmailsvcs.com.', '10 mail131.corpmailsvcs.com.', '10 mail50.corpmailsvcs.com.', '10 mail51.corpmailsvcs.com.', '10 mail134.corpmailsvcs.com.', '10 mail36.corpmailsvcs.com.']"
"UnitedHealth Group","optumventures.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 us-smtp-inbound-2.mimecast.com.', '10 us-smtp-inbound-1.mimecast.com.']"
"UnitedHealth Group","optumrx.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 mail2.corpmailsvcs.com.', '10 mail11.corpmailsvcs.com.', '10 mail10.corpmailsvcs.com.', '10 mail1.corpmailsvcs.com.']"
"UnitedHealth Group","optumlabs.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 mail2.optumlabs.com.', '10 mail1.optumlabs.com.']"
"UnitedHealth Group","optuminsight.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 mail10.corpmailsvcs.com.', '10 mail1.corpmailsvcs.com.', '10 mail128.corpmailsvcs.com.', '10 mail131.corpmailsvcs.com.', '10 mail17.corpmailsvcs.com.', '10 mail27.corpmailsvcs.com.', '10 mail30.corpmailsvcs.com.', '10 mail33.corpmailsvcs.com.', '10 mail50.corpmailsvcs.com.', '10 mail51.corpmailsvcs.com.', '10 mail134.corpmailsvcs.com.', '10 mail36.corpmailsvcs.com.', '10 mail21.corpmailsvcs.com.', '10 mail20.corpmailsvcs.com.', '10 mail2.corpmailsvcs.com.', '10 mail11.corpmailsvcs.com.']"
"UnitedHealth Group","optumhealth.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 mail50.corpmailsvcs.com.', '10 mail134.corpmailsvcs.com.', '10 mail17.corpmailsvcs.com.', '10 mail33.corpmailsvcs.com.', '10 mail21.corpmailsvcs.com.', '10 mail128.corpmailsvcs.com.', '10 mail11.corpmailsvcs.com.', '10 mail51.corpmailsvcs.com.', '10 mail10.corpmailsvcs.com.', '10 mail30.corpmailsvcs.com.', '10 mail36.corpmailsvcs.com.', '10 mail2.corpmailsvcs.com.', '10 mail20.corpmailsvcs.com.', '10 mail27.corpmailsvcs.com.', '10 mail1.corpmailsvcs.com.', '10 mail131.corpmailsvcs.com.']"
"UnitedHealth Group","optumcareers.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 mail10.corpmailsvcs.com.', '10 mail2.corpmailsvcs.com.', '10 mail1.corpmailsvcs.com.', '10 mail11.corpmailsvcs.com.']"
"UnitedHealth Group","optumcare.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['0 mailrnh.corpmailsvcs.com.']"
"UnitedHealth Group","optum360.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 mail128.corpmailsvcs.com.', '10 mail30.corpmailsvcs.com.', '10 mail50.corpmailsvcs.com.', '10 mail51.corpmailsvcs.com.', '10 mail33.corpmailsvcs.com.', '10 mail131.corpmailsvcs.com.', '10 mail134.corpmailsvcs.com.', '10 mail36.corpmailsvcs.com.', '10 mail21.corpmailsvcs.com.', '10 mail20.corpmailsvcs.com.', '10 mail11.corpmailsvcs.com.', '10 mail10.corpmailsvcs.com.', '10 mail2.corpmailsvcs.com.', '10 mail1.corpmailsvcs.com.', '10 mail17.corpmailsvcs.com.', '10 mail27.corpmailsvcs.com.']"
"UnitedHealth Group","optum.jobs","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 custmx.cscdns.net.']"
"UnitedHealth Group","optum.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['10 mail2.corpmailsvcs.com.', '10 mail1.corpmailsvcs.com.', '10 mail27.corpmailsvcs.com.', '10 mail17.corpmailsvcs.com.', '10 mail128.corpmailsvcs.com.', '10 mail30.corpmailsvcs.com.', '10 mail33.corpmailsvcs.com.', '10 mail131.corpmailsvcs.com.', '10 mail51.corpmailsvcs.com.', '10 mail50.corpmailsvcs.com.', '10 mail36.corpmailsvcs.com.', '10 mail134.corpmailsvcs.com.', '10 mail20.corpmailsvcs.com.', '10 mail21.corpmailsvcs.com.', '10 mail11.corpmailsvcs.com.', '10 mail10.corpmailsvcs.com.']"
"UnitedHealth Group","hcentive.com","5","https://www.unitedhealthgroup.com/","unitedhealthgroup.com","350000","0","287597","0.118","17285","0.122","212206","479830","['0 mail128.corpmailsvcs.com.', '0 mail131.corpmailsvcs.com.', '0 mail134.corpmailsvcs.com.', '0 mail17.corpmailsvcs.com.', '0 mail2.corpmailsvcs.com.', '0 mail20.corpmailsvcs.com.', '0 mail21.corpmailsvcs.com.', '0 mail27.corpmailsvcs.com.', '0 mail30.corpmailsvcs.com.', '0 mail33.corpmailsvcs.com.', '0 mail36.corpmailsvcs.com.', '0 mail50.corpmailsvcs.com.', '0 mail51.corpmailsvcs.com.', '0 mail10.corpmailsvcs.com.', '0 mail11.corpmailsvcs.com.']"
"Exxon Mobil","exxonmobil.se","6","https://corporate.exxonmobil.com/","corporate.exxonmobil.com","63000","4","285640","0.574","23040","0","338923","349652","['5 mail.h-email.net.']"
"Exxon Mobil","exxonmobil.com.co","6","https://corporate.exxonmobil.com/","corporate.exxonmobil.com","63000","4","285640","0.574","23040","0","338923","349652","['100 us2.mx1.mailhostbox.com.', '100 us2.mx2.mailhostbox.com.', '100 us2.mx3.mailhostbox.com.']"
"Exxon Mobil","exxonmobil.com","6","https://corporate.exxonmobil.com/","corporate.exxonmobil.com","63000","4","285640","0.574","23040","0","338923","349652","['10 mail-d.exxonmobil.com.', '10 mail-h.exxonmobil.com.']"
"Exxon Mobil","corporate.exxonmobil.com","6","https://corporate.exxonmobil.com/","corporate.exxonmobil.com","63000","4","285640","0.574","23040","0","338923","349652","['no mx server found']"
"Berkshire Hathaway","vistahomes.com","7","https://www.berkshirehathaway.com/","berkshirehathaway.com","372000","-1","276094","0.125","89795","1.112","958784","779542","['20 alt1.aspmx.l.google.com.', '30 alt2.aspmx.l.google.com.', '40 aspmx2.googlemail.com.', '50 aspmx3.googlemail.com.', '10 aspmx.l.google.com.']"
"Berkshire Hathaway","seescandies.com","7","https://www.berkshirehathaway.com/","berkshirehathaway.com","372000","-1","276094","0.125","89795","1.112","958784","779542","['10 maila.sees.com.', '50 mailb.sees.com.']"
"Berkshire Hathaway","pacificorp.com","7","https://www.berkshirehathaway.com/","berkshirehathaway.com","372000","-1","276094","0.125","89795","1.112","958784","779542","['10 pacificorp-com.mail.protection.outlook.com.']"
"Berkshire Hathaway","netjets.com","7","https://www.berkshirehathaway.com/","berkshirehathaway.com","372000","-1","276094","0.125","89795","1.112","958784","779542","['0 mxa-00322702.gslb.pphosted.com.', '0 mxb-00322702.gslb.pphosted.com.']"
"Berkshire Hathaway","marquette.com","7","https://www.berkshirehathaway.com/","berkshirehathaway.com","372000","-1","276094","0.125","89795","1.112","958784","779542","['10 toc-mail.umb.com.', '30 mail.umb.com.', '10 dc2-mail.umb.com.']"
"Berkshire Hathaway","geico.com","7","https://www.berkshirehathaway.com/","berkshirehathaway.com","372000","-1","276094","0.125","89795","1.112","958784","779542","['15 mxa-00306701.gslb.pphosted.com.', '15 mxb-00306701.gslb.pphosted.com.']"
"Berkshire Hathaway","forestriverinc.com","7","https://www.berkshirehathaway.com/","berkshirehathaway.com","372000","-1","276094","0.125","89795","1.112","958784","779542","['10 us-smtp-inbound-1.mimecast.com.', '10 us-smtp-inbound-2.mimecast.com.']"
"Berkshire Hathaway","claytonhomes.com","7","https://www.berkshirehathaway.com/","berkshirehathaway.com","372000","-1","276094","0.125","89795","1.112","958784","779542","['10 mxa-000e6302.gslb.pphosted.com.', '10 mxb-000e6302.gslb.pphosted.com.']"
"Berkshire Hathaway","berkshirehathaway.com","7","https://www.berkshirehathaway.com/","berkshirehathaway.com","372000","-1","276094","0.125","89795","1.112","958784","779542","['5 berkshirehathaway-com.mail.protection.outlook.com.']"
"Alphabet","youtube.com","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","play.google.com","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['20 alt2.gmr-smtp-in.l.google.com.', '30 alt3.gmr-smtp-in.l.google.com.', '10 alt1.gmr-smtp-in.l.google.com.', '40 alt4.gmr-smtp-in.l.google.com.', '5 gmr-smtp-in.l.google.com.']"
"Alphabet","googleoperationscenter.com","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['1 aspmx.l.google.com.', '10 aspmx3.googlemail.com.', '10 aspmx2.googlemail.com.', '5 alt2.aspmx.l.google.com.', '5 alt1.aspmx.l.google.com.']"
"Alphabet","googleadservices.com","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.se","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.ru","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.pl","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.nl","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.it","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.fr","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.de","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.vc","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.tr","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.sa","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.pr","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.pe","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.mx","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.ly","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.hk","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.do","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.co","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.br","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.au","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.ar","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com.ag","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.com","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['10 smtp.google.com.']"
"Alphabet","google.co.za","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.co.uk","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.co.kr","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.co.jp","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.co.in","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.co.il","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.co.id","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.cl","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.ca","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","google.be","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"Alphabet","gmail.com","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['20 alt2.gmail-smtp-in.l.google.com.', '10 alt1.gmail-smtp-in.l.google.com.', '40 alt4.gmail-smtp-in.l.google.com.', '5 gmail-smtp-in.l.google.com.', '30 alt3.gmail-smtp-in.l.google.com.']"
"Alphabet","abc.xyz","8","https://abc.xyz/","abc.xyz","156500","1","257637","0.412","76033","0.888","359268","1842326","['0 smtp.google.com.']"
"McKesson","mckesson.fr","9","https://www.mckesson.com/","mckesson.com","67500","-2","238228","0.031","-4539","-6.043","65015","45858","['10 mx.relay.orange-business.com.']"
"McKesson","mckesson.com.br","9","https://www.mckesson.com/","mckesson.com","67500","-2","238228","0.031","-4539","-6.043","65015","45858","['10 relay1.netnames.net.', '20 relay2.netnames.net.']"
"McKesson","mckesson.com.au","9","https://www.mckesson.com/","mckesson.com","67500","-2","238228","0.031","-4539","-6.043","65015","45858","['10 cluster5.us.messagelabs.com.', '20 cluster5a.us.messagelabs.com.']"
"McKesson","mckesson.com","9","https://www.mckesson.com/","mckesson.com","67500","-2","238228","0.031","-4539","-6.043","65015","45858","['10 mx0b-0016dd01.pphosted.com.', '10 mx0a-0016dd01.pphosted.com.']"
"McKesson","mckesson.co.uk","9","https://www.mckesson.com/","mckesson.com","67500","-2","238228","0.031","-4539","-6.043","65015","45858","['10 mx0b-0016dd01.pphosted.com.', '10 mx0a-0016dd01.pphosted.com.']"
"McKesson","mckesson.ca","9","https://www.mckesson.com/","mckesson.com","67500","-2","238228","0.031","-4539","-6.043","65015","45858","['20 mxb-0016dd03.gslb.pphosted.com.', '10 mxa-0016dd03.gslb.pphosted.com.']"
"AmerisourceBergen","amerisourcebergen.com","10","https://www.amerisourcebergen.com/","amerisourcebergen.com","40000","-2","213989","0.127","1539.9","0","57338","32356","['10 mxb-00320f01.gslb.pphosted.com.', '10 mxa-00320f01.gslb.pphosted.com.']"
"AmerisourceBergen","abcfamilymedicine.com","10","https://www.amerisourcebergen.com/","amerisourcebergen.com","40000","-2","213989","0.127","1539.9","0","57338","32356","['0 abcfamilymedicine-com.mail.protection.outlook.com.']"
"Costco Wholesale","costco.nl","11","https://www.costco.com/","costco.com","288000","1","195929","0.175","5007","0.251","59268","255231","['10 custmx.cscdns.net.']"
"Costco Wholesale","costco.it","11","https://www.costco.com/","costco.com","288000","1","195929","0.175","5007","0.251","59268","255231","['10 custmx.cscdns.net.']"
"Costco Wholesale","costco.fr","11","https://www.costco.com/","costco.com","288000","1","195929","0.175","5007","0.251","59268","255231","['10 mx0b-001f9d01.pphosted.com.', '10 mx0a-001f9d01.pphosted.com.']"
"Costco Wholesale","costco.de","11","https://www.costco.com/","costco.com","288000","1","195929","0.175","5007","0.251","59268","255231","['10 custmx.cscdns.net.']"
